head,rel,tail
Q86Z02,i,P17655
O15530,i,O00213
Q04759,i,P14923
P31751,i,P00749
Q16539,i,P31946
Q8TAI7,i,P04083
PR:000029189,i,O00560
Q9Y6K9,i,Q13418
Q9NQU5,i,P46109
Q9UHD2,i,Q16625
P19784,i,P15529
P49137,i,Q2M1Z3
P42336,i,P62258
Q9UKI8,i,O60716
Q9Y3S1,i,Q12959
P67775,i,Q02750
Q96BR1,i,P06748
Q9BUB5,i,Q8TEW0
O14757,i,P23458
P07948,i,P52799
P22612,i,Q8WXH0
O00141,i,Q96QB1
Q9Y5P4,i,Q14118
Q15382,i,P06396
P08922,i,Q86UL8
Q99640,i,P31645
P22607,i,O14786
Q9HBH9,i,P13861
Q9BWU1,i,P31645
Q13233,i,O75955
P17252,i,Q02241
P49137,i,Q14847
O15530,i,Q15700
Q9NYL2,i,Q14155
P49137,i,Q14451
P48729,i,P62258
Q9BUB5,i,O14974
P24941,i,Q9UHR4
P08637,i,P05023
Q13188,i,Q14511
Q00535,i,Q9UM54
P22612,i,Q16625
Q9Y243,i,O60674
O43683,i,P62834
Q9NQU5,i,P04040
O95382,i,P04040
Q13418,i,P04083
Q9UEE5,i,P28482
P42680,i,O75955
O96017,i,Q14344
Q92630,i,P04083
Q8TDX7,i,P31645
Q9BWU1,i,O75955
Q8IWU2,i,P17813
Q9P1W9,i,O00161
Q9UL54,i,P11021
O00141,i,Q92974
P21127,i,P18206
Q15569,i,P13498
Q8N5S9,i,P11912
O14757,i,Q9Y4G8
Q92630,i,Q05513
P45985,i,P61764
P19784,i,Q05513
Q6P5Z2,i,P11912
Q13131,i,P11233
Q05655,i,Q92542
P43405,i,P51587
P47710,i,Q9Y4G8
P10644,i,Q12959
Q8IW41,i,O15143
P06239,i,Q9Y6W5
Q9UPZ9,i,O43707
Q15569,i,P31146
P43405,i,P51636
Q99640,i,Q86UL8
P78527,i,Q14344
P51449,i,Q12959
P41279,i,P61073
Q9NYV4,i,P0DMV8
P51813,i,Q8TDY4
P54764,i,Q9UJU6
Q6IQ55,i,Q15599
Q7KZI7,i,O15511
Q99558,i,Q14118
P68400,i,Q92681
Q15208,i,P27348
Q8TDX7,i,P27348
P07947,i,P08172
Q99558,i,Q96N67
P30530,i,P02786
O14730,i,Q9Y4G8
P48729,i,P31431
Q16816,i,Q14118
P51812,i,Q14118
Q9Y243,i,P22681
Q15759,i,Q8TDY4
P42345,i,O75912
Q7L7X3,i,P27348
P05771,i,P63328
Q8TD19,i,P26038
P00519,i,Q02750
Q99558,i,P05023
Q8N5S9,i,P19022
Q14680,i,Q16625
Q7L7X3,i,P61073
Q9HCP0,i,Q8TEW0
Q13237,i,Q8WXH0
Q00535,i,P06729
Q8N4C8,i,Q8IY63
P06493,i,Q9Y6W5
O96013,i,P55072
PR:000026457,i,Q8TDY4
Q9UQM7,i,Q96CW1
Q99558,i,P41743
Q99558,i,Q9BR76
Q96RR4,i,P50570
P31152,i,P30101
Q16566,i,P23396
Q9UM73,i,P27348
Q04759,i,Q92542
O14757,i,P61587
P68400,i,Q16832
P53355,i,Q9ULV4
Q07912,i,Q96SB3
P06239,i,P04792
O15111,i,O15511
P27448,i,Q86UL8
Q8IYT8,i,P0DMV8
Q05397,i,P31146
O14757,i,Q15654
P51948,i,Q8WXH0
Q8IV63,i,P11021
Q13882,i,Q15366
Q9UQ88,i,P0DMV8
Q14004,i,Q12959
Q96QT4,i,P13861
P78368,i,Q15555
Q8N2W9,i,P35241
Q86V86,i,P11717
Q9H0K1,i,P0DMV8
Q9UHD2,i,P31645
Q9Y2I7,i,P18206
Q04206,i,P46783
O75925,i,P29350
Q86Y07,i,P26038
P63165,i,P23396
Q5XUX0,i,P11717
Q07812,i,P61978
Q13554,i,Q7L0J3
Q92905,i,P05023
B4DS64,i,O00560
P09619,i,Q92673
P54760,i,P28482
P43403,i,P54764
Q16288,i,P19022
Q9Y243,i,P51809
P04626,i,P30101
Q8IYT8,i,Q13418
Q02156,i,Q05209
Q96QF0,i,P06748
PR:000003057,i,P62834
A0A059VC25,i,P11274
Q9UBU9,i,P52294
Q9UBE8,i,P35241
Q13233,i,P28482
Q683Z8,i,P18206
P67870,i,Q15599
Q08881,i,Q99623
Q15831,i,Q13045
Q16512,i,O60716
Q9P2K8,i,P0DMV8
P20339,i,P35579
Q8IVT5,i,Q86UL8
P26927,i,P61978
Q92547,i,P17655
P08631,i,Q5S007
Q07954,i,P11717
P24723,i,Q14160
Q8TAF3,i,Q02750
P43405,i,P35968
O75385,i,P35241
P37173,i,P62280
Q16254,i,P11717
P46108,i,P13498
Q13526,i,Q86UL8
P34947,i,Q12846
P33176,i,P35579
P08922,i,P61978
Q92973,i,O75955
P98077,i,Q03135
P49674,i,Q14511
P56589,i,P08473
Q8TAS1,i,P13498
Q9Y6K9,i,P05023
P42229,i,Q86UL8
P27448,i,Q92974
P04489,i,Q08209
Q12965,i,P17661
O54918,i,P30101
Q13105,i,P13861
Q02750,i,P42858
P42336,i,P13796
Q9P1W9,i,P31645
Q86UL8,i,P14416
P40763,i,Q14676
O75912,i,P35372
Q08881,i,P35372
Q00987,i,Q16625
P31949,i,P04040
P45985,i,O60674
O14777,i,O43707
P32780,i,O15511
PR:000026196,i,P04040
P54646,i,P12814
Q15208,i,P39019
P06730,i,Q92974
O43353,i,P39019
Q07820,i,P04792
P21980,i,P27824
P51817,i,P46783
Q07817,i,P23528
P47710,i,Q13418
P42684,i,O43707
Q96SB4,i,P61978
Q92769,i,Q05209
P05549,i,P0DMV8
P09769,i,P04083
P27348,i,O60716
A0A0S2Z3I6,i,Q15366
O00444,i,P35241
Q9NYL2,i,O75955
Q9UL54,i,P61978
P12004,i,Q14155
P67775,i,P61978
P42679,i,Q92558
O60716,i,O60716
Q71DI3,i,P17655
P09874,i,P62745
P49674,i,Q05209
Q9QUR7,i,P39019
Q9UKI8,i,P06396
P41743,i,Q9UQB3
O15111,i,Q9Y6W5
Q16611,i,P08631
A0A024R1D8,i,Q9Y4G8
P43250,i,Q9Y4G8
Q08881,i,Q02297
P11802,i,P09917
Q9BZD4,i,P39019
Q03135,i,P09497
P34947,i,Q12959
Q9NZJ5,i,Q86UL8
P78352,i,Q86UL8
P19525,i,P27348
Q9UBJ2,i,P11717
P32927,i,Q14155
P62913,i,P23396
P24385,i,P51608
O00311,i,P11021
P34932,i,Q14511
P54753,i,P28482
Q9HCP0,i,P18206
Q9P289,i,P12931
O60566,i,O60716
Q9H3Y6,i,P27348
P63328,i,P13688
Q96RE7,i,Q12959
P08631,i,Q15084
Q9UH99,i,P11717
Q15759,i,Q6UVK1
Q92831,i,Q8TEW0
Q92793,i,Q15555
P53667,i,P62491
P15056,i,P17661
Q15311,i,P27361
Q683Z8,i,P13498
O60674,i,Q96SB3
P23458,i,P19022
Q5TCY1,i,P28482
Q5VV41,i,P17655
Q9Y5Y5,i,Q14118
Q99986,i,P17655
Q16654,i,P13498
P22736,i,P62280
P12236,i,P11021
P08670,i,P51636
Q13362,i,P18206
P22455,i,O00560
PR:000003271,i,P62745
P42338,i,O00161
P04626,i,Q03135
P57059,i,O60716
P40189,i,Q03135
P05879,i,P0C731
O95863,i,O75955
P17948,i,P61978
Q99683,i,Q14451
Q14789,i,P11021
Q9Y4K4,i,O75955
PR:000029896,i,P06396
Q13418,i,P20339
P46734,i,P23396
Q15013,i,Q6UVK1
O00141,i,Q7L0J3
PR:000003237,i,Q03135
Q13480,i,P27361
P43403,i,P61073
O60880,i,P0DMV8
Q8NG66,i,A0A059VC25
Q99836,i,Q86UL8
Q9Y2H2,i,O75955
P17096,i,Q15555
Q9UER7,i,P11912
P15498,i,Q92974
A0A059VC25,i,P11717
Q9H422,i,Q12959
P20591,i,P31645
P0DN76,i,P46783
Q92466,i,P49757
P13861,i,P0DMV8
Q8N165,i,P30050
Q96AY2,i,P13861
Q9Y243,i,P50570
P51948,i,O60674
A0A173G4P4,i,Q92558
Q16832,i,P40259
Q15382,i,Q8TDY4
Q9Y6E0,i,Q14511
P0DP23,i,P11021
Q9GZQ8,i,Q00610
Q05397,i,P07355
O95832,i,P78352
P21802,i,Q7L0J3
P11362,i,P0DMV8
P11362,i,Q14289
P49759,i,Q14160
P23458,i,Q12959
Q14258,i,P27361
P05198,i,O60716
O00141,i,P61764
P54646,i,P62280
Q64127,i,P08631
Q09013,i,P61073
Q9H1R3,i,O60716
Q9H0E2,i,O75955
Q9NRD5,i,P60953
Q15172,i,P19022
Q8N4C8,i,Q92542
Q9ULW0,i,P31146
P31749,i,P61160
O60716,i,P51809
P61981,i,P46939
Q9UQM7,i,P36507
P32780,i,P04792
Q14680,i,P31645
P58753,i,P22681
P12643,i,Q86UL8
P09619,i,P35372
Q13464,i,P11233
O60674,i,P62258
Q9GZY8,i,P63000
O95819,i,P13498
P42345,i,Q9H3Z4
O60238,i,P35372
O75676,i,P17655
P25098,i,P27824
P32298,i,Q86UL8
P08047,i,P04792
Q9UPN9,i,O00560
Q8IW41,i,P06396
Q99986,i,P35372
Q62101,i,O75955
Q13526,i,P04083
P16234,i,P04040
Q13563,i,Q9UQB8
Q14653,i,P0DMV8
Q9UHD2,i,P23396
P11274,i,O75955
PR:000000634,i,P62280
Q71DI3,i,P12830
O75116,i,Q12846
P53778,i,Q96QB1
P08631,i,Q00610
Q05397,i,Q9H3Z4
P24723,i,P62834
Q9H2X6,i,P30050
P05771,i,Q96N67
P16234,i,P11717
P54753,i,Q9Y624
PR:000026457,i,P40259
Q8TDC3,i,Q9H3Z4
P45985,i,Q16625
Q07912,i,P08172
O94921,i,Q96N67
P07949,i,Q9Y2J2
P49336,i,P04083
PR:000000019,i,Q05209
P43405,i,Q9BV73
P51449,i,P28482
O95382,i,P11717
P37173,i,P11233
K9JYP4,i,Q96QB1
P07948,i,Q4VCS5
Q16654,i,P04040
Q16539,i,P00523
Q9NR20,i,P27361
P0C731,i,O00560
O75385,i,P31431
O15530,i,Q05586
P46734,i,Q16625
Q86V86,i,P62745
PR:000029188,i,P11717
Q13627,i,P08670
P53350,i,P23528
Q8IXL6,i,P04040
P98161,i,P61978
Q38SD2,i,O00560
Q92918,i,Q8WXH0
Q13418,i,P61073
Q14164,i,P27348
Q16620,i,P04040
Q02779,i,Q12959
Q13555,i,P61587
P49759,i,P30101
Q06187,i,P18206
O75385,i,O43707
P51812,i,P13612
P15531,i,P63104
P51617,i,P05023
P19525,i,P08473
P29320,i,P35241
P29322,i,P50570
P41240,i,O75912
O76039,i,Q13177
P49840,i,O60674
P11309,i,O43294
Q07912,i,P62834
P41743,i,P08473
P36894,i,Q02750
Q9NRM7,i,Q6UVK1
Q96S53,i,P62280
Q16659,i,Q05209
P06213,i,P17661
P06241,i,Q09470
Q16659,i,O43707
Q08345,i,Q12846
Q13315,i,Q13045
Q13164,i,Q16625
Q5TCY1,i,P17655
Q9Y243,i,P31645
Q7KZI7,i,Q9UQB3
P34947,i,O15511
O15530,i,P54764
P21675,i,Q8IVT2
Q9UIG0,i,Q03135
P08637,i,P62834
P20248,i,P0C731
P07333,i,P26010
Q86Y07,i,P27361
P04049,i,Q05209
P00533,i,P62491
Q13535,i,P50281
Q9BZL6,i,Q9BR76
P22455,i,P06396
P68400,i,Q00587
P49840,i,P39019
Q6P2M8,i,P31146
Q05513,i,Q08209
P14618,i,P30050
Q16539,i,O15143
P21980,i,P18206
P06213,i,P62745
Q02156,i,P63328
Q9NWZ3,i,Q14118
P45984,i,Q05513
A0A0S2Z3I6,i,Q14160
Q14680,i,P22681
Q16512,i,P31146
Q06187,i,P08631
Q8IWQ3,i,P62280
Q9Y5P4,i,P27361
P29317,i,P35372
P05771,i,P00523
P07332,i,Q12846
P49336,i,P51636
Q9HBH9,i,Q14155
O75582,i,Q7L0J3
Q15746,i,P15311
Q6P2M8,i,P62280
Q8IY84,i,P06396
Q8IWU2,i,O60716
Q9H2G2,i,P12814
O94921,i,Q14160
Q96NX5,i,Q03135
P11309,i,P18206
P51955,i,O60716
Q8TD19,i,P17661
Q9BX84,i,P11717
Q9BUB5,i,O43707
Q13418,i,Q96NW7
P50613,i,P22681
P53667,i,P11021
Q13237,i,O15511
Q9UQ88,i,P11717
Q96BR1,i,P27348
Q86Z02,i,P04792
Q15835,i,O75955
Q7L7X3,i,Q12959
Q04759,i,P12931
Q13188,i,P56945
Q16816,i,Q15366
P24723,i,O43707
Q9Y2K2,i,Q86UL8
Q9BYP7,i,O00560
O14733,i,P12931
P36897,i,P28482
Q9BXA7,i,Q13418
Q9Y3S1,i,P19022
P04626,i,P17813
P00533,i,Q05513
P22612,i,O95819
Q16539,i,P61587
Q13233,i,P15311
Q99759,i,P17655
Q96QT4,i,P27348
P36897,i,P62491
Q99640,i,O15511
Q6IQ55,i,Q02750
P49759,i,P31146
Q9Y6K9,i,P26038
O00444,i,Q13153
Q8TAI7,i,O15511
Q9BWU1,i,Q02750
P05771,i,P10301
Q16816,i,P13612
Q6PHR2,i,P61978
O14965,i,P08473
Q6IQ55,i,O00161
P26927,i,P17655
P68400,i,P50570
P15056,i,P52799
P22694,i,P62745
Q9NYL2,i,P61978
Q9BUB5,i,Q92558
Q96L34,i,P11717
P31323,i,P61073
Q96S53,i,P13498
P00519,i,P13688
Q96KB5,i,Q12959
O94806,i,P22681
Q9P2K8,i,P18206
Q02779,i,P28482
Q02779,i,P31645
P06241,i,P06729
P14635,i,P55196
Q99558,i,P31946
Q9H0K1,i,P04040
P37173,i,P11717
P21127,i,Q14160
P17612,i,Q02297
P29323,i,Q9UQB8
Q15569,i,P26038
P19784,i,P84098
Q7L7X3,i,Q92974
P12931,i,O14936
Q9P286,i,Q96SB3
P06239,i,O60674
Q6P5Z2,i,O60674
O96013,i,P42262
Q92630,i,P19022
Q9UM73,i,P08473
O75914,i,P62834
Q86SG6,i,P27361
O00443,i,P27361
A0A173G4P4,i,Q15366
Q6IQ55,i,Q96QB1
Q15569,i,P0DMV8
P17612,i,P08195
Q9NQU5,i,P41743
P21127,i,P05023
Q9P0L2,i,P19022
Q9NYV4,i,P30101
Q9NQU5,i,P11274
O43318,i,Q6UVK1
O43318,i,P46783
P22694,i,Q05209
P22392,i,O75955
Q8TD19,i,Q14511
O94804,i,P11021
O14730,i,P62280
Q8IVH8,i,P06396
Q9NQU5,i,P46783
Q96PY6,i,P21333
P49674,i,P52799
O75116,i,Q9UQB3
P22694,i,Q14511
Q7L7X3,i,P11021
Q6P5Z2,i,P17655
O14936,i,O75955
Q9UBE8,i,O43707
P19784,i,Q16625
Q2M2I8,i,Q05513
Q9NYV4,i,Q13418
Q9Y463,i,P11717
O94804,i,P35372
Q96RR4,i,P19022
Q96RR4,i,P23396
P31152,i,P06396
Q9UQM7,i,Q8TDM6
O75914,i,P25054
O00418,i,P31749
P06213,i,Q8TEW0
Q16620,i,P63104
Q05513,i,P17661
Q9P286,i,P63328
Q9HC98,i,P11233
P00519,i,Q15599
Q92630,i,P04792
Q8IV63,i,P12931
Q13188,i,Q05209
Q9UBS0,i,P22681
Q9UIK4,i,Q14118
Q9UQ88,i,Q6UVK1
P31751,i,Q92542
P78362,i,P17655
P78368,i,P15311
Q13043,i,O15143
P48730,i,P07948
P78368,i,Q8WXH0
Q9GZZ1,i,P11912
Q8IYT8,i,P30101
Q96EB6,i,P28482
P62834,i,Q12959
P13010,i,Q03135
Q13464,i,P46940
Q99967,i,P05023
Q13164,i,Q13045
Q08881,i,Q9UQB8
PR:000010165,i,P31146
P35626,i,P04040
O96017,i,P63000
P28288,i,Q14289
P09619,i,Q9Y698
Q16620,i,P18206
Q8IZL9,i,P62280
Q8WYK2,i,Q8WXH0
PR:000048327,i,P31146
Q7Z406,i,O75955
P12830,i,Q13418
P23443,i,P17661
Q13362,i,P30101
Q96S53,i,Q15366
O15392,i,Q12959
Q92560,i,P06748
PR:000035736,i,P0DMV8
P08631,i,P56537
Q14573,i,P27361
P27694,i,P31645
P61978,i,P04040
Q8TDC3,i,P42262
Q9UK32,i,Q8WXH0
Q06124,i,P27361
Q9NQS7,i,O75955
O75116,i,P12830
Q86UR1,i,P06396
O00443,i,P08631
P01112,i,P28482
P40763,i,P40429
P41240,i,P78352
P46108,i,Q9UKX2
Q5VV41,i,P11021
Q86V86,i,P35241
Q07912,i,P63101
P41047,i,P51636
Q14258,i,P62280
P47710,i,P04040
Q13177,i,Q96SB3
Q15464,i,P27361
O95382,i,Q14511
Q16665,i,P26010
P19525,i,P11912
Q9H492,i,Q92974
P55209,i,P12814
Q02750,i,P11717
Q12778,i,Q02750
Q9H4A3,i,Q14155
P08069,i,Q14155
Q9H0E2,i,P61073
P53355,i,P60953
Q96KB5,i,P31645
Q04912,i,P61978
Q96J92,i,O60716
P01116,i,Q9H2B2
P35626,i,P62258
PR:000000104,i,P30050
P53779,i,P41743
Q53ET0,i,Q6UVK1
P05129,i,Q96NW7
P16591,i,Q14160
P37198,i,P06748
P62993,i,Q13424
Q9NZC7,i,P28482
P62913,i,P17655
Q9P2K8,i,P46783
A0A059VC25,i,P31146
Q61337,i,P18206
Q00534,i,P12931
PR:000026196,i,P62280
Q9P289,i,P17655
Q13616,i,P28482
Q9UKE5,i,Q8TEW0
Q9Y6E0,i,P46783
P42336,i,P27361
O75385,i,P13498
P56945,i,P35372
P08183,i,P28482
Q12888,i,P17655
P52292,i,P55196
O95835,i,P13861
Q9Y572,i,O15143
P42345,i,P63328
O75912,i,P28482
Q13233,i,P17655
Q13233,i,Q14161
Q93008,i,P28482
Q9UDY2,i,Q9UQB8
Q9UKI8,i,Q05209
Q8TAI7,i,Q12959
Q16659,i,Q9Y4G8
P33176,i,Q14118
Q13233,i,P13861
O60566,i,P62834
Q13555,i,Q05655
Q9Y6X8,i,P35372
P11362,i,Q13418
P31949,i,Q03135
O95382,i,Q14160
P29475,i,P05023
P63104,i,P49841
Q15047,i,Q13255
Q05397,i,P49810
Q9UEE5,i,P35372
P49959,i,Q03135
PR:000025962,i,Q13418
Q96BR1,i,Q8WXH0
P54760,i,P08473
Q9HCP0,i,P13498
P45984,i,P29966
P19525,i,O60674
P52333,i,Q13418
P10644,i,Q86UL8
Q15208,i,Q12959
Q13627,i,P25054
Q9Y5S2,i,Q13418
P31323,i,P61160
Q9Y463,i,P23528
Q14289,i,Q12846
Q8IWQ3,i,Q13418
Q9P2K8,i,Q9Y4G8
Q9H204,i,P46783
Q683Z8,i,P0DMV8
Q9UBE8,i,P62745
Q14BN4,i,Q9Y4G8
Q9NQS7,i,P15311
Q15349,i,P26038
P34947,i,Q00610
Q9Y2K2,i,P31645
P12236,i,P12931
O95819,i,P46109
Q8IW41,i,P31146
Q03014,i,P04083
Q9NZJ5,i,P27348
P22455,i,Q13418
P49759,i,P0DMV8
O14638,i,Q02750
Q13485,i,P0DMV8
P30530,i,Q8NEV4
O14745,i,O60716
Q9UNH7,i,P60953
P17987,i,Q14160
O00329,i,P05023
Q02750,i,P60953
Q8TAF3,i,P13861
P04626,i,Q6UVK1
P05129,i,Q09470
P05879,i,P04899
Q5VT25,i,P04083
Q04863,i,Q9Y624
P52565,i,P06396
Q9Y272,i,Q03135
Q9BZL6,i,Q9Y4G8
Q9Y6E0,i,P04040
P42229,i,P13861
P45985,i,P06748
P43403,i,P62491
Q9BTU6,i,P18206
P43405,i,P15529
P50613,i,Q92542
PR:000003109,i,O60716
Q9UM73,i,P28482
O00238,i,O00560
P38398,i,P31431
P55957,i,P50570
Q2M2I8,i,Q16625
A0A059VC25,i,P46109
Q9H422,i,P28482
Q9UIK4,i,P27361
P31323,i,P08473
Q00526,i,P61073
Q9Y5Y5,i,Q14289
P42336,i,P0DMV8
P12830,i,P18206
P13861,i,P27361
P22607,i,Q9UQB8
P23769,i,P04040
Q12834,i,P28482
Q16584,i,Q03135
Q15382,i,P62258
Q9NQG6,i,P04083
Q08209,i,Q02297
P29323,i,P54764
P07332,i,P61764
P11362,i,P62834
P63000,i,P49768
P05198,i,P31146
Q9H0K1,i,P18206
Q00403,i,P04040
P05067,i,Q02297
Q01973,i,P50570
Q09013,i,O75955
Q13418,i,P42566
Q13705,i,P11274
Q13042,i,Q14511
Q9UKT7,i,Q15700
P49760,i,Q8TDY4
P11831,i,P06748
P22392,i,P28482
Q96SB4,i,Q8WXH0
Q9Y2W7,i,P11021
Q9H081,i,O60716
O14920,i,P51809
P05771,i,P23528
P01375,i,Q02750
Q8WTQ7,i,P61978
Q15759,i,P18206
O00560,i,P04899
P51617,i,Q6UVK1
PR:000003197,i,P06396
O95832,i,P63101
P11473,i,Q14155
Q5S007,i,P49768
O75676,i,P04083
Q62101,i,P14923
Q96HY6,i,P08631
Q9YGY0,i,Q14847
Q14653,i,Q6UVK1
P11274,i,P08473
Q02779,i,P35372
O14920,i,P08473
Q13464,i,Q9H3Z4
Q15139,i,P51636
Q9UBS0,i,P04083
Q05397,i,Q03135
Q9HBH9,i,O60674
PR:000029189,i,Q9BR76
O15111,i,O00161
P54753,i,Q86UL8
Q8TDC3,i,Q9UJU6
Q13535,i,Q14344
O94768,i,Q96SB3
P51812,i,P52799
P49336,i,Q8WWI1
P49336,i,P28482
K9JYP4,i,P13861
Q16654,i,P62834
Q8IWU2,i,Q8TEW0
P0C731,i,P51608
Q15131,i,O60674
P11802,i,O60716
O15111,i,Q00610
P43250,i,P30050
Q86V86,i,Q6UVK1
Q13464,i,Q14654
PR:000029188,i,Q13418
P29317,i,Q02297
P29323,i,Q12959
P29317,i,P50570
Q8TAI7,i,P35372
A9UF07,i,O15143
Q38SD2,i,Q13418
Q02156,i,P07737
P10398,i,Q14118
Q02779,i,P27348
Q13535,i,Q00610
Q16620,i,P41743
A9UF07,i,P62745
Q13315,i,P36507
Q13535,i,Q7L0J3
Q13882,i,Q9BR76
P15531,i,P62745
P51617,i,Q15654
P42345,i,Q8IZP0
Q9Y463,i,Q15366
Q9Y5S2,i,P78352
P29320,i,Q08209
O94806,i,P35372
P29322,i,Q14161
P49674,i,Q2M1Z3
Q13315,i,Q9UQB3
O76039,i,P05556
P00533,i,Q96NW7
Q13976,i,Q9BR76
P98161,i,Q96NW7
P23458,i,Q02297
Q9UQB9,i,P18206
P22607,i,P28482
P27708,i,P11021
P11309,i,P40429
O15530,i,P14923
P49759,i,O60716
P35968,i,P63101
Q00526,i,P08473
Q9NRM7,i,Q14160
Q96S53,i,P05023
Q13523,i,P13498
Q15418,i,P30101
Q16512,i,P26038
P11362,i,P11274
Q08345,i,Q86UL8
Q15139,i,Q05513
P23443,i,Q14289
Q9NR20,i,P05023
Q7KZI7,i,Q00610
O43318,i,O43707
P51812,i,P35241
Q9BX84,i,P27361
P23443,i,P27824
Q05513,i,P36544
Q9UIG0,i,O00560
P08637,i,P0DMV8
Q13315,i,Q8IVT2
P20248,i,P61978
O14965,i,P20339
P07333,i,P35372
P04049,i,P30101
P07949,i,Q6UVK1
P67870,i,Q15555
P50613,i,P16284
Q9Y6E0,i,Q9Y4G8
P53350,i,Q15366
P49137,i,Q9BR76
Q99986,i,P50570
P21980,i,Q9UK17
Q9BXM7,i,P31946
P07949,i,P62745
O96013,i,O75912
Q14680,i,Q14155
Q00534,i,Q16625
P37173,i,P26038
P54646,i,Q13153
Q8IWQ3,i,Q6UVK1
P42684,i,O15143
Q04912,i,P19022
O43781,i,P11021
Q9Y5P4,i,P13498
Q9HBH9,i,P35372
Q15746,i,P19022
Q8NG66,i,P31645
P08631,i,Q14694
Q8IY84,i,P46783
Q8IWU2,i,Q14118
P22607,i,Q92542
Q9NZJ5,i,P28482
O94921,i,P0DMV8
Q86Y07,i,P05023
O96017,i,Q16625
P46020,i,P19022
PR:000029189,i,Q9H3Z4
Q96NX5,i,Q13153
O14733,i,P17655
O00141,i,Q05513
P08581,i,P00749
Q16816,i,P11717
O94921,i,P06396
Q9HC98,i,Q15691
P08922,i,O75955
Q99683,i,Q8TEW0
Q9UQ88,i,P46783
Q86Z02,i,P31645
P37173,i,Q03135
P50613,i,P51636
Q9UQ88,i,P18206
P53350,i,Q15691
Q9HBY8,i,O00560
Q9H3Y6,i,Q9Y6W5
A0A059VC25,i,P55072
P42685,i,P35372
P42345,i,P52799
P22392,i,P17655
Q01538,i,P61978
Q9BYP7,i,Q9H3Z4
P34947,i,Q14161
Q14012,i,P13498
Q13627,i,P35241
P53350,i,Q9BX66
P24941,i,Q7L0J3
Q86UE8,i,O15511
Q9UHD2,i,Q02750
Q6IQ55,i,P13861
Q16654,i,Q9Y4G8
Q15835,i,Q92542
Q02156,i,P62280
P53004,i,P08631
O75914,i,P00523
P48736,i,P11717
Q96L34,i,P0DMV8
P27448,i,P17655
Q9UHD2,i,O15511
Q15208,i,P11912
Q13188,i,Q8TDY4
Q6P5Z2,i,P04083
Q9BZL6,i,Q8TEW0
Q8N5S9,i,P04083
Q16288,i,P12830
Q92630,i,Q9UQB8
O14733,i,P35372
P08581,i,Q16625
P04049,i,P18206
Q7L7X3,i,P31645
O75116,i,P11912
Q6P2M8,i,P62745
Q14164,i,O15511
Q9P286,i,P18206
O15530,i,Q9UQB3
P49336,i,Q86UL8
Q13188,i,P60953
O00418,i,Q13153
Q99640,i,P50570
Q15746,i,P17655
Q9NYV4,i,Q96TA1
P04413,i,Q16621
Q15569,i,Q14289
Q99640,i,P28482
Q12852,i,P61978
O75914,i,P35241
P42681,i,Q86UL8
P53667,i,Q12959
Q8TDX7,i,P28482
P52564,i,P11912
O14730,i,O15143
Q9NQU5,i,O60716
Q15369,i,Q14155
P54646,i,Q14160
Q14289,i,P31645
O14920,i,P61073
O14733,i,P61978
Q08881,i,P61978
Q7L7X3,i,Q14155
Q13164,i,P11912
P24941,i,P11912
P11362,i,O43707
Q9UPZ9,i,Q9BR76
P27361,i,Q92466
P22612,i,P50570
Q8TD19,i,P18206
Q9UBS0,i,P19022
P53778,i,Q16625
Q07912,i,P18206
Q09013,i,P15311
P27448,i,Q02750
P29320,i,Q15366
P57059,i,P27361
Q6VAB6,i,P28482
Q9UQ88,i,Q2M1Z3
Q14289,i,P54764
Q9H4A3,i,O75955
P78368,i,P35372
P78368,i,Q14155
PR:000003229,i,P40259
Q6P2M8,i,P27361
Q9QR71,i,O96013
P55209,i,O60716
P03247,i,P12830
Q99683,i,Q6UVK1
O75582,i,P21980
Q9H0K1,i,O00560
Q03135,i,P13569
Q13547,i,P11021
P36897,i,P35372
O00444,i,P07355
PR:000035669,i,P06396
Q13153,i,Q96NW7
O96017,i,P84098
Q8NG27,i,P13861
Q15835,i,P39019
Q15464,i,Q05209
Q15831,i,Q7L0J3
P08922,i,P17655
P19438,i,P11912
Q00536,i,P0DMV8
P08100,i,P35372
P50613,i,Q96QB1
Q8NCD3,i,P04040
Q13526,i,O15511
Q9Y4K4,i,P31645
P16070,i,P04040
Q9NWS0,i,P62745
Q3U182,i,Q14155
Q14164,i,P61073
Q16611,i,P26038
P54920,i,P27348
PR:000007102,i,P06396
P62258,i,P31645
O94921,i,P31146
Q96NB3,i,O00161
P35626,i,Q05209
Q9NPI6,i,O60716
O94979,i,P27361
A0A024R1D8,i,P62280
P41240,i,P60953
P40337,i,P62745
Q00536,i,Q14118
P16150,i,P28482
P07900,i,P11021
Q16654,i,P05023
Q8NHY2,i,P31645
P08581,i,P61978
Q02750,i,P11274
Q99570,i,Q14118
Q9HCS4,i,O15143
O43293,i,Q14118
O95747,i,O15143
P10398,i,Q9BR76
P23443,i,P35579
Q6P2M8,i,Q6UVK1
Q6PGQ7,i,P11021
P41743,i,Q13424
P29597,i,P31146
Q8IZL9,i,P05023
P62834,i,Q16625
O15530,i,Q13424
P20871,i,Q16621
P53667,i,P15311
Q03135,i,P04083
Q5TCY1,i,Q86UL8
Q8IW41,i,Q9BR76
P08238,i,P15311
Q12778,i,P11021
PR:000035365,i,Q9Y4G8
P41227,i,P04792
P07333,i,P04792
